FID,LandUse,Location,D1HOURMAX,D24HOURMEAN,D8HOURMAX,D8HOURMEAN,Lat,Long,y_coord_pr,x_coord_pr
364,COMMERCIAL,SUBURBAN,61.14,32.98,53.61,51.86,33.720401,-84.357498,-321.342987,667.916015
365,RESIDENTIAL,SUBURBAN,46.07,30.75,41.25,39.91,31.1695,-81.496002,-471.386993,858.656982
366,COMMERCIAL,SUBURBAN,62.46,32.34,54.88,53.66,33.9631,-84.069198,-302.626007,682.179016
367,RESIDENTIAL,RURAL,59.29,32.67,52.71,51.49,33.433399,-84.161796,-339.511993,681.638
368,FOREST,RURAL,60.72,48.7,55.46,49.22,34.785099,-84.626502,-250.477996,643.434997
369,RESIDENTIAL,SUBURBAN,56.27,35.74,51.07,49.98,32.521099,-84.944702,-407.579986,644.390014
370,AGRICULTURAL,RURAL,53.82,30.53,48.64,47.51,32.539398,-84.844596,-405.621002,650.041992
371,AGRICULTURAL,RURAL,60.84,41.4,54.8,53,33.9286,-85.045501,-311.993011,626.921997
372,RESIDENTIAL,SUBURBAN,56.83,30.77,50.46,49.68,33.433898,-82.022399,-322.057006,803.927001
373,AGRICULTURAL,RURAL,60.5,30.34,52.54,51.41,33.5909,-84.065399,-328.026,685.742004
374,AGRICULTURAL,RURAL,53.87,34.63,49.43,48.51,31.9531,-84.079399,-440.03601,699.64801
375,COMMERCIAL,URBAN,62.22,36.17,56.42,55.18,43.634601,-116.234001,431.651,-1003.950012
376,COMMERCIAL,URBAN,60.49,33.18,53.92,52.61,43.5895,-116.222999,428.497009,-1004.130004
377,BLIGHTED AREAS,RURAL,49.52,40.9,46.46,44.84,43.460601,-113.561996,392.364013,-875.460021
378,AGRICULTURAL,RURAL,51.47,33.87,47.1,46.48,47.788898,-116.805,717.495971,-966.901977
379,RESIDENTIAL,SUBURBAN,45.96,32.79,42.03,40.45,39.915401,-91.335899,69.451797,246.350006
380,RESIDENTIAL,SUBURBAN,41.15,26.02,36.57,35.32,40.123798,-88.229499,94.956802,408.878997
381,COMMERCIAL,RURAL,51.12,30.53,46.59,46.16,39.210899,-87.668403,34.8441,444.071014
382,RESIDENTIAL,SUBURBAN,52.22,29.44,45.83,44.27,41.671001,-87.732498,203.580993,425.300994
383,INDUSTRIAL,URBAN,52.89,33.46,46.83,42.98,41.755798,-87.545303,210.294006,434.356994
384,COMMERCIAL,URBAN,55.3,38.29,48,43.44,41.879001,-87.635597,218.330001,428.957
385,RESIDENTIAL,SUBURBAN,38.96,23.02,33.36,30.51,41.790798,-87.6016,212.429,431.251007
386,COMMERCIAL,URBAN,48.33,31.97,42.37,39.54,41.895801,-87.607696,219.617996,430.276
387,RESIDENTIAL,SUBURBAN,40.77,23.32,35.1,33.34,41.751399,-87.7135,209.195999,425.770996
388,MOBILE,URBAN,50.56,28.82,44.27,42.32,41.984298,-87.791999,224.843002,420.303009
389,RESIDENTIAL,SUBURBAN,44.91,27.2,39.22,37.56,41.668098,-87.9906,202.199005,412.075012
390,RESIDENTIAL,SUBURBAN,43.66,23.66,37.42,35.44,41.855201,-87.752502,216.151992,423.126007
391,RESIDENTIAL,SUBURBAN,39.18,22.19,33.71,31.67,42.060298,-87.863197,229.736999,416.197998
392,RESIDENTIAL,SUBURBAN,47.11,28.36,41.88,39.93,42.139999,-87.799201,235.509002,418.968994
393,RESIDENTIAL,SUBURBAN,39.99,25.41,34.6,31.5,42.061901,-87.674201,230.718002,425.832
394,AGRICULTURAL,SUBURBAN,38.66,21.64,33.54,31.82,41.812999,-88.072799,211.794006,406.984985
395,AGRICULTURAL,RURAL,53.42,33.61,48.79,47.99,39.067199,-88.548896,20.9013,398.05899
396,AGRICULTURAL,RURAL,53.72,34.34,49.29,48.63,38.082199,-88.6249,-47.148998,399.494995
397,RESIDENTIAL,SUBURBAN,51.17,33.63,45.89,44.92,39.1105,-90.324096,17.062,303.180999
398,RESIDENTIAL,SUBURBAN,40.6,23.94,35.54,34.01,42.049098,-88.273002,227.147994,395.352996
399,RESIDENTIAL,SUBURBAN,42.25,26.88,37.12,34.56,42.386699,-87.8414,252.276,415.299011
400,FOREST,RURAL,51.54,33.96,46.13,43.5,42.467601,-87.809997,257.977996,416.390014
401,RESIDENTIAL,SUBURBAN,40.03,25.55,35.52,33.9,42.221401,-88.242202,239.130996,395.915985
402,RESIDENTIAL,SUBURBAN,45.26,29.46,40.78,39.68,40.518699,-88.996902,118.856002,366.493988
403,INDUSTRIAL,SUBURBAN,43.87,28.87,39.29,37.93,39.866798,-88.925598,74.300399,373.70401
404,AGRICULTURAL,RURAL,42.09,27.85,38.15,37.28,39.396099,-89.8097,38.501399,329.278015
405,INDUSTRIAL,SUBURBAN,55.29,34.76,49.42,48.39,38.890201,-90.148002,2.48723,313.545989
406,RESIDENTIAL,SUBURBAN,56.46,34.89,50.61,49.53,38.7266,-89.959999,-8.11699,324.35501
407,INDUSTRIAL,SUBURBAN,45.53,26.66,39.97,38.71,38.860698,-90.105903,0.60085,315.934997
408,COMMERCIAL,SUBURBAN,40.82,25.08,36.25,34.69,40.6874,-89.606903,128.121994,333.808013
409,RESIDENTIAL,SUBURBAN,44.73,30.67,40.32,38.63,40.745498,-89.585899,132.197006,334.625
410,INDUSTRIAL,RURAL,45.61,29.13,41.48,40.3,38.1763,-89.788497,-45.367298,336.134002
411,COMMERCIAL,URBAN,41.7,27.7,37.13,35.4,41.514701,-90.517303,182.014007,282.903991
412,INDUSTRIAL,SUBURBAN,40.21,21.18,34.63,33.37,38.611999,-90.160499,-16.7028,314.108001
413,COMMERCIAL,SUBURBAN,40.18,25.2,35.82,34.78,39.8441,-89.604797,70.087799,337.993988
414,AGRICULTURAL,RURAL,41.13,26.43,37,35.93,41.2215,-88.191001,170.598999,404.425994
415,RESIDENTIAL,SUBURBAN,39.15,24.71,35.18,33.84,42.2872,-89.077003,240.225997,353.054992
416,RESIDENTIAL,SUBURBAN,40.62,25.68,36.53,35.07,42.334999,-89.037803,243.667999,354.800994
417,RESIDENTIAL,SUBURBAN,54.66,34.46,49.84,47.88,41.221698,-85.017196,187.529998,568.111999
418,COMMERCIAL,SUBURBAN,55.64,35.53,51.02,48.89,41.094699,-85.101898,178.307006,564.794982
419,AGRICULTURAL,RURAL,59.12,38,53.8,52.12,39.997501,-86.395202,95.481399,505.996002
420,AGRICULTURAL,SUBURBAN,55.16,34.76,50.43,48.9,40.540599,-86.5531,131.882003,493.834014
421,RESIDENTIAL,RURAL,65.22,38.35,58.16,55.78,38.429698,-85.635498,-7.590549,558.112976
422,RESIDENTIAL,URBAN,59.93,38.17,54.21,52.52,40.299999,-85.245597,122.967002,563.838012
423,RESIDENTIAL,SUBURBAN,56.78,34.47,51.29,49.11,41.717998,-85.830596,216.694,522.409973
424,RESIDENTIAL,SUBURBAN,60.14,31.27,53.12,51.23,38.308101,-85.834197,-17.135099,548.393981
425,AGRICULTURAL,RURAL,62.46,41.21,57.26,55.4,38.985599,-86.990097,22.8141,481.643005
426,RESIDENTIAL,SUBURBAN,63.21,38.67,57.43,55.59,40.0652,-86.008102,102.316001,525.797973
427,COMMERCIAL,SUBURBAN,60.66,37.56,54.82,53.2,39.935001,-85.840499,94.363502,535.577026
428,COMMERCIAL,SUBURBAN,59.28,35.95,53.54,51.22,39.758998,-86.397102,79.106002,507.621002
429,RESIDENTIAL,URBAN,55.92,34.99,51.25,49.5,40.960601,-85.379997,167.410995,551.526
430,AGRICULTURAL,RURAL,59.19,33.78,54.32,52.91,38.920799,-86.080497,23.4171,530.570007
431,AGRICULTURAL,RURAL,61.72,42.65,56.33,54.32,39.417198,-86.152397,57.044799,523.049987
432,INDUSTRIAL,URBAN,52.21,32.5,46.11,44.62,41.6067,-87.304702,201.207992,447.661987
433,RESIDENTIAL,URBAN,58.93,38.23,52.72,50.95,41.6814,-87.494697,205.419998,437.428985
434,COMMERCIAL,SUBURBAN,52.86,30.46,45.93,44.57,41.6394,-87.493598,202.542999,437.755004
435,INDUSTRIAL,URBAN,47.17,29.7,41.71,40.22,41.716899,-86.907501,210.774993,467.289001
436,INDUSTRIAL,URBAN,54.77,33.71,48.92,48.09,41.629199,-86.6847,205.904006,479.316009
437,AGRICULTURAL,RURAL,58.31,38.63,53.02,51.34,40.002498,-85.656898,100.078002,544.685974
438,AGRICULTURAL,RURAL,60.59,36.15,54.73,52.74,39.646301,-86.248802,72.206398,516.263977
439,RESIDENTIAL,SUBURBAN,61.85,38.5,56.07,54.13,39.859001,-86.021301,88.095596,526.656005
440,RESIDENTIAL,URBAN,58,34.13,51.98,49.54,39.749,-86.186302,79.609802,518.796997
441,RESIDENTIAL,URBAN,55.6,32.24,49.56,47.91,39.789199,-86.060798,83.081398,525.103027
442,AGRICULTURAL,RURAL,62.74,40.45,57.11,55.04,39.575599,-86.477897,66.076499,504.686004
443,AGRICULTURAL,RURAL,61.17,43.57,55.75,54.95,38.113098,-86.603599,-34.9622,508.421997
444,RESIDENTIAL,SUBURBAN,56.11,33.2,49.82,48.26,41.6175,-87.199203,202.473999,453.007995
445,COMMERCIAL,SUBURBAN,55.39,35.96,49.58,48.44,41.510299,-87.038597,195.914001,461.971008
446,RESIDENTIAL,RURAL,61.34,38.41,56.26,55.5,38.005298,-87.718299,-48.214599,448.958007
447,AGRICULTURAL,RURAL,52.32,33.6,46.81,44.88,41.5517,-86.370597,202.264007,495.985992
448,COMMERCIAL,URBAN,46.44,27.86,41.15,39.02,41.696701,-86.214698,213.070007,502.911987
449,COMMERCIAL,SUBURBAN,56.53,34.44,51.02,49.1,41.742599,-86.110603,216.796005,507.899993
450,AGRICULTURAL,RURAL,62.38,39.19,56.89,55.29,39.611301,-85.873596,71.9738,536.315979
451,COMMERCIAL,URBAN,62.77,37.88,57.33,56.6,38.021701,-87.569396,-46.3497,456.902008
452,RESIDENTIAL,RURAL,65.92,43.61,60.25,59.5,38.113899,-87.536903,-39.8535,458.069
453,RESIDENTIAL,URBAN,54.66,32.95,49.63,47.29,39.486099,-87.401397,55.067401,456.473999
454,RESIDENTIAL,RURAL,51.36,31.62,46.49,45.05,39.5606,-87.313102,60.624198,460.66101
455,RESIDENTIAL,SUBURBAN,63.17,38.29,56.94,56.11,38.051898,-87.278297,-42.787601,472.433013
456,AGRICULTURAL,RURAL,61.08,34.17,55.3,54.49,38.1944,-87.3414,-33.328998,468.096008
457,AGRICULTURAL,RURAL,57.43,33.89,51.77,51.06,37.954399,-87.321899,-49.706699,470.71701
458,AGRICULTURAL,RURAL,47.36,31.65,43.54,42.26,42.743099,-92.513099,261.665008,176.75
459,RESIDENTIAL,SUBURBAN,50.73,31.38,46.07,45.01,41.875,-90.177597,207.912994,298.826995
460,AGRICULTURAL,URBAN,49.45,33.79,44.91,43.54,41.7803,-95.948402,191.833999,2.6521
461,COMMERCIAL,SUBURBAN,48.69,33.21,44.4,42.86,41.910598,-91.651901,206.145004,223.106994
462,RESIDENTIAL,URBAN,49.1,31.93,44.92,43.62,42.280601,-91.526901,231.960998,228.264999
463,AGRICULTURAL,RURAL,47.64,33.91,43.77,42.27,40.9691,-95.044998,136.115997,49.703399
464,RESIDENTIAL,SUBURBAN,39.68,26.57,35.94,34.79,43.123699,-94.693496,285.032989,65.8619
465,COMMERCIAL,URBAN,46.09,30.32,41.34,39.99,41.603199,-93.643302,181.182006,121.507003
466,AGRICULTURAL,RURAL,50.75,32.76,45.94,44.94,41.699199,-90.521896,194.705001,281.903991
467,RESIDENTIAL,URBAN,43.77,27.83,38.49,36.29,41.529998,-90.5876,182.850006,279.221008
468,AGRICULTURAL,URBAN,46.76,31.64,42.64,41.52,41.8829,-93.687797,200.419998,118.724998
469,FOREST,RURAL,46.56,31.69,41.93,39.93,40.695098,-92.006301,121.513999,208.608001
470,AGRICULTURAL,URBAN,45.26,31.87,41.61,40.13,41.285499,-93.583999,159.348999,125.146003
471,COMMERCIAL,SUBURBAN,43.68,28.83,39.13,37.5,38.8386,-94.746398,-10.671999,67.258796
472,RESIDENTIAL,URBAN,46.53,30.86,41.76,40.2,39.327499,-94.951301,22.910699,55.881
473,AGRICULTURAL,RURAL,46.01,29.97,41.89,40.57,38.135799,-94.731903,-59.1296,68.709999
474,AGRICULTURAL,RURAL,38.27,24.97,33.86,32.04,37.781398,-97.337196,-83.519401,-72.815597
475,RESIDENTIAL,URBAN,34.4,21.7,30.34,28.88,37.701099,-97.313903,-89.073699,-71.625
476,RESIDENTIAL,URBAN,46.22,29.64,41.54,40,39.024299,-95.711303,1.69858,15.450799
477,RESIDENTIAL,RURAL,46.71,30.85,42.32,41.09,37.476898,-97.366401,-104.489997,-74.7182
478,AGRICULTURAL,RURAL,46.99,33.26,42.97,41.63,38.770301,-99.763603,-11.6763,-202.074996
479,RESIDENTIAL,URBAN,41.14,23.66,35.67,33.99,39.1175,-94.635597,8.65089,72.919097
480,RESIDENTIAL,SUBURBAN,56.12,30.53,50.96,49.74,36.6081,-83.7369,-119.411003,676.619995
481,FOREST,RURAL,67.85,56.75,62.84,57.18,36.671901,-83.526397,-113.473999,687.565002
482,AGRICULTURAL,RURAL,56.03,30.43,49.64,48.12,38.918098,-84.852798,30.811399,595.953002
483,RESIDENTIAL,SUBURBAN,54.83,31.25,48.79,47.16,38.459201,-82.640602,15.377699,718.065979
484,RESIDENTIAL,URBAN,56.05,28.33,49.87,48.43,37.985599,-85.713096,-38.504501,557.403015
485,AGRICULTURAL,RURAL,62.54,39,56.04,53.49,39.0218,-84.474502,40.4248,615.17102
486,RESIDENTIAL,RURAL,53.88,28.43,48.11,46.98,38.2383,-82.988296,-2.40194,701.668029
487,AGRICULTURAL,RURAL,61.93,45.55,56.95,55.42,36.911701,-87.3236,-121.304,477.457
488,COMMERCIAL,SUBURBAN,61.65,39.9,55.59,54.7,37.780799,-87.075599,-60.333801,485.209014
489,FOREST,RURAL,50.93,37.15,46.97,45.51,37.131401,-86.148101,-99.671096,540.276977
490,AGRICULTURAL,RURAL,54.07,35.4,48.87,47.37,38.125801,-84.468299,-20.8418,623.289001
491,RESIDENTIAL,SUBURBAN,56.42,36.88,50.88,49.33,38.064998,-84.5,-25.2203,622.114013
492,RESIDENTIAL,SUBURBAN,57.17,29.1,50.72,49.24,38.548301,-82.731697,20.7481,712.312011
493,RESIDENTIAL,RURAL,58.56,35.32,52.78,51.87,37.938899,-86.896896,-48.527698,493.802001
494,RESIDENTIAL,SUBURBAN,57.06,34.96,51.87,50.14,37.706401,-85.851699,-58.480499,552.060974
495,COMMERCIAL,RURAL,58.19,34.11,52.42,51.65,37.871398,-87.463302,-56.134101,463.60501
496,RESIDENTIAL,SUBURBAN,58.99,35.56,52.86,51.33,38.137199,-85.5783,-27.2835,563.479003
497,RESIDENTIAL,SUBURBAN,58.39,32.42,51.98,49.54,38.060798,-85.896102,-34.4533,546.950988
498,RESIDENTIAL,SUBURBAN,55.12,28.09,48.23,45.97,38.263599,-85.7117,-19.4402,555.318969
499,COMMERCIAL,SUBURBAN,58.16,37.83,53.07,51.75,37.893299,-84.589202,-37.573299,618.793029
500,RESIDENTIAL,SUBURBAN,57.4,32.56,50.73,48.58,39.072498,-84.525001,43.553901,612.047973
501,FOREST,RURAL,57.89,31.12,51.25,50.22,37.531398,-85.734703,-69.760398,559.75299
502,AGRICULTURAL,RURAL,56.92,34.87,51.51,50.77,37.155601,-88.393096,-109.797996,417.351013
503,COMMERCIAL,SUBURBAN,56,33.98,50.78,49.94,37.058101,-88.572502,-117.310997,408.075012
504,RESIDENTIAL,RURAL,60.11,37.33,54.22,52.36,38.398601,-85.443298,-8.53614,568.663024
505,RESIDENTIAL,SUBURBAN,57.87,26.78,51.45,50.65,37.2831,-83.220298,-69.407699,698.443969
506,COMMERCIAL,URBAN,58.58,27.71,51.73,50.65,37.482799,-82.535301,-50.398899,733.588989
507,COMMERCIAL,SUBURBAN,54.29,31.83,49.54,48.15,37.097499,-84.611701,-92.182403,624.414978
508,COMMERCIAL,RURAL,60.93,38.68,55.51,54.76,36.708599,-86.566398,-131.095001,520.429016
509,RESIDENTIAL,RURAL,55.67,41.73,51.19,49.43,36.783901,-87.851898,-132.761993,449.248992
510,RESIDENTIAL,RURAL,55.77,30.35,50.5,49.67,37.036701,-86.250602,-106.769996,535.374023
511,AGRICULTURAL,RURAL,50.63,25.15,43.41,42.49,30.2339,-90.968299,-595.911987,302.544006
512,COMMERCIAL,URBAN,45.97,25.92,40.13,39.21,32.5363,-93.748901,-444.014007,131.494003
513,AGRICULTURAL,RURAL,46.92,27.19,41.87,40.99,32.676399,-93.859703,-434.516998,124.795997
514,INDUSTRIAL,SUBURBAN,45.16,27.86,39.95,38.9,30.143299,-93.371902,-608.216979,158.257995
515,INDUSTRIAL,RURAL,39.3,22.33,33.81,32.9,30.261699,-93.284202,-599.914001,163.300003
516,AGRICULTURAL,RURAL,46.17,26.98,40.83,39.93,30.2278,-93.5783,-602.745971,145.677993
517,RESIDENTIAL,URBAN,50.07,26.33,42.37,41.48,30.418899,-91.183296,-583.883972,288.955993
518,COMMERCIAL,URBAN,44.57,23,37.65,36.79,30.461999,-91.179199,-580.906982,289.045989
519,AGRICULTURAL,RURAL,48.79,26.47,43.18,42.39,30.7003,-91.055801,-564.119018,295.548004
520,AGRICULTURAL,RURAL,48.49,26.59,42.15,41.29,30.5872,-91.206901,-572.379028,286.932006
521,AGRICULTURAL,RURAL,49.1,24.68,42.6,41.84,30.399999,-91.425003,-585.929992,274.53601
522,AGRICULTURAL,RURAL,48.85,24.62,41.81,40.8,30.2206,-91.316101,-597.942993,281.699005
523,AGRICULTURAL,RURAL,49.72,26.15,42.38,41.5,30.207,-91.129997,-598.289978,292.934997
524,RESIDENTIAL,SUBURBAN,48.78,30.13,42.95,41.79,30.0433,-90.275001,-606.554016,345.005004
525,COMMERCIAL,SUBURBAN,45.12,26.09,40.03,39.14,30.2175,-92.051399,-600.245971,237.516998
526,RESIDENTIAL,SUBURBAN,46.51,25.85,41.23,40.6,29.7639,-90.765197,-627.544982,316.602996
527,RESIDENTIAL,RURAL,51.48,27,45.31,44.47,30.3125,-90.8125,-589.981018,311.596008
528,INDUSTRIAL,URBAN,40.01,23.71,35.9,35.13,32.5097,-92.046096,-442.459014,230.992004
529,AGRICULTURAL,RURAL,50.78,28.71,44.53,43.86,30.6847,-91.366699,-566.164978,277.037994
530,RESIDENTIAL,SUBURBAN,45.85,28.72,40.62,39.65,29.936899,-89.955703,-612.627014,364.704986
531,INDUSTRIAL,RURAL,45.27,24.86,39.05,38.08,29.984199,-90.410598,-611.12799,337.096008
532,INDUSTRIAL,RURAL,45.02,23.03,38.37,37.53,29.9944,-90.819999,-611.879028,312.390014
533,INDUSTRIAL,RURAL,47.14,24.66,40.55,39.62,30.0583,-90.608299,-606.745971,324.881011
534,COMMERCIAL,SUBURBAN,45.27,23.4,38.54,37.68,30.501899,-91.209701,-578.254028,287.074005
535,AGRICULTURAL,RURAL,45.72,26.74,40.92,39.82,43.976699,-70.125,524.892028,1270.540039
536,RESIDENTIAL,SUBURBAN,39.71,30.74,36.68,35.12,46.696399,-68.032997,734.236022,1313.449951
537,RESIDENTIAL,RURAL,46.28,32.56,41.39,39.23,43.560798,-70.207801,496.170013,1274.589965
538,MOBILE,RURAL,51.48,39.99,45.81,41.07,44.351699,-68.227203,576.968017,1353.170043
539,AGRICULTURAL,RURAL,43.22,34.85,39.67,36.73,44.376998,-68.260902,578.140991,1351.050048
540,RESIDENTIAL,RURAL,42,30.56,38.02,35.93,44.422798,-68.805603,573.168029,1324.390014
541,RESIDENTIAL,SUBURBAN,44.69,29.02,40.08,38.5,44.2303,-69.785598,546.440002,1281.780029
542,UNKNOWN,UNKNOWN,45.86,32.78,40.82,37.47,43.917499,-69.261901,533.195983,1312.890014
543,FOREST,RURAL,39.88,24.79,35.39,34.07,44.222198,-70.855598,531.166015,1230.97998
544,AGRICULTURAL,RURAL,42.74,32.59,38.22,35.15,44.734901,-68.678497,595.606994,1324.040039
545,FOREST,RURAL,46.08,31.53,40.31,37.61,43.795299,-69.731697,518.403015,1292.869995
546,COMMERCIAL,RURAL,42.16,31.19,38.31,35.57,44.533599,-67.5942,598.421997,1379.170043
547,AGRICULTURAL,RURAL,37.97,28.96,34.96,33.16,44.9636,-67.060699,634.77301,1394.939941
548,RESIDENTIAL,RURAL,41.8,25.89,37.44,36.07,43.659198,-70.620002,496.980987,1252.890014
549,RESIDENTIAL,SUBURBAN,46.55,31.05,41.41,39.19,43.343101,-70.471397,478.054992,1266.060058
550,RESIDENTIAL,SUBURBAN,43.38,27.44,38.83,37.37,43.083301,-70.75,456.960998,1257.5
551,AGRICULTURAL,RURAL,61.29,37.21,54.84,53.4,38.9025,-76.653099,102.861999,1029.369995
552,RESIDENTIAL,SUBURBAN,45.03,24.59,39.18,38.21,39.4608,-76.631103,140.761001,1022.409973
553,RESIDENTIAL,SUBURBAN,45.36,25.41,39.42,37.73,39.310798,-76.474403,132.412002,1032.75
554,COMMERCIAL,RURAL,58.78,37.44,52.75,51.38,38.536701,-76.617202,78.603996,1036.569946
555,AGRICULTURAL,RURAL,59.81,37.5,53.46,52.11,39.444198,-77.041702,135.082,1001.289978
556,RESIDENTIAL,RURAL,61.52,38.24,53.19,51.22,39.701099,-75.86,165.748001,1058.829956
557,AGRICULTURAL,RURAL,60.33,35.67,54.09,53.03,38.504199,-76.811897,74.205703,1026.780029
558,COMMERCIAL,SUBURBAN,58.96,32.72,52.73,51.46,39.4081,-77.375801,129.005004,984.392028
559,FOREST,RURAL,47.54,33.32,43.7,42.12,39.706001,-79.012001,132.307998,895.156982
560,MILITARY RESERVATION,RURAL,61.19,34.28,53.86,52.47,39.409999,-76.296699,141.115997,1040.540039
561,COMMERCIAL,SUBURBAN,61.14,38.54,53.78,52.19,39.563301,-76.203903,152.507003,1043.079956
562,AGRICULTURAL,RURAL,59.16,35.54,52.9,51.93,39.305,-75.797302,139.817993,1068.069946
563,RESIDENTIAL,RURAL,62.07,30.5,52.9,51.96,39.114398,-77.106903,112.107002,1002.570007
564,RESIDENTIAL,SUBURBAN,45.46,24.23,39.65,38.4,39.055301,-76.878303,110.641998,1015.369995
565,AGRICULTURAL,RURAL,60.36,32,52.91,51.97,38.811901,-76.744201,95.728103,1025.910034
566,AGRICULTURAL,RURAL,57.83,35.01,51.9,50.21,39.565601,-77.7219,135.951995,964.182983
567,FOREST,RURAL,57.78,41.09,51.9,49.94,38.251098,-75.1594,76.596397,1117.689941
568,RESIDENTIAL,URBAN,49.04,29.24,42.98,40.93,39.328899,-76.552497,132.748001,1028.420043
569,FOREST,RURAL,53.31,40.91,48.45,45.94,41.975601,-70.0233,393.739013,1314.20996
570,FOREST,RURAL,56.84,45.08,51.45,45.82,42.636699,-73.1678,395.316009,1147.390014
571,RESIDENTIAL,SUBURBAN,50.98,36.48,45.73,43.46,41.6333,-70.879203,358.872009,1278.449951
572,RESIDENTIAL,RURAL,52.68,40.89,47.99,44.89,41.330501,-70.7854,340.085998,1288.810058
573,COMMERCIAL,URBAN,44.9,30.56,39.96,38.14,42.4747,-70.971397,413.48001,1258.140014
574,RESIDENTIAL,SUBURBAN,52.43,35.71,46.89,45.24,42.790298,-70.808296,436.695007,1260.189941
575,RESIDENTIAL,SUBURBAN,52.99,34.53,47.51,46,42.770801,-71.102302,431.360992,1246.21997
576,COMMERCIAL,SUBURBAN,46.74,29.96,41.44,39.18,42.1944,-72.555099,373.597991,1185.270019
577,AGRICULTURAL,RURAL,48.23,28.74,42.23,40.12,42.4006,-72.523101,387.777008,1183.22998
578,FOREST,RURAL,46.6,34.82,42.45,39.71,42.298301,-72.3339,383.416992,1194.359985
579,COMMERCIAL,SUBURBAN,43.13,27.34,38.21,36.39,42.626701,-71.362098,418.243011,1236.189941
580,FOREST,RURAL,51.1,32.57,45.08,43.35,42.4136,-71.482803,402.429992,1234.180053
581,FOREST,SUBURBAN,55.27,38.46,49.32,47.46,42.2117,-71.113899,394.039001,1256.050048
582,COMMERCIAL,URBAN,33.22,18.92,27.2,24.72,42.329399,-71.082496,402.295013,1255.400024
583,RESIDENTIAL,SUBURBAN,56.3,41.62,50.6,48.37,42.2742,-71.875297,387.873992,1217.410034
584,RESIDENTIAL,SUBURBAN,57.89,37.95,52.06,49.27,42.767799,-86.148597,286.932006,498.326995
585,RESIDENTIAL,RURAL,51.28,35.79,46.66,43.72,44.616901,-86.109397,414.05899,486.484008
586,COMMERCIAL,RURAL,59.68,37.91,53.43,51.15,42.197799,-86.3097,246.938003,494.380004
587,AGRICULTURAL,RURAL,57.86,39.51,52.67,50.56,41.895599,-86.001602,227.899993,512.317016
588,AGRICULTURAL,RURAL,51.18,33.35,46.91,44.6,42.798301,-84.393798,299.462005,586.380981
589,RESIDENTIAL,URBAN,52.57,33.74,48,45.69,43.047199,-83.670196,321.281005,620.408996
590,AGRICULTURAL,RURAL,53.33,35.09,48.73,46.42,43.1683,-83.461502,330.993988,629.695007
591,AGRICULTURAL,RURAL,52.37,36.74,47,44,43.836399,-82.642898,382.454986,663.793029
592,RESIDENTIAL,URBAN,52.76,35.4,48.5,46.09,42.738601,-84.534599,294.471984,579.820007
593,COMMERCIAL,URBAN,55.24,33.6,50.24,48.19,42.278099,-85.5419,256.768005,532.75299
594,INDUSTRIAL,URBAN,51.74,32.53,46.53,43.91,42.984199,-85.671302,304.444,520.679016
595,RESIDENTIAL,RURAL,55.36,36.92,50.56,48.03,43.1767,-85.416603,319.11499,531.924987
596,RESIDENTIAL,URBAN,50.09,33.07,45.57,43.36,45.0289,-85.629096,444.945007,506.778991
597,COMMERCIAL,SUBURBAN,55.64,36.78,50.78,48.58,41.995601,-83.946601,247.466003,616.148986
598,COMMERCIAL,SUBURBAN,55.43,33.44,49.45,46.96,42.731399,-82.793502,305.882995,667.369995
599,RESIDENTIAL,SUBURBAN,56.04,33.96,49.79,47.1,42.513301,-83.005996,289.441009,658.841003
600,RESIDENTIAL,URBAN,53.42,38.52,48.25,44.91,44.306999,-86.242599,392.074005,482.240997
601,COMMERCIAL,SUBURBAN,52.67,35.39,47.49,44.88,43.9533,-86.294403,367.520996,482.285003
602,FOREST,RURAL,50.23,33.28,46.09,44.14,44.3106,-84.891899,399.951995,548.66101
603,RESIDENTIAL,RURAL,55.02,33.47,49.45,47.08,43.278099,-86.311096,321.076995,486.403015
604,RESIDENTIAL,SUBURBAN,54.47,31.51,48.44,46.05,42.4631,-83.183197,284.734008,650.401
605,RESIDENTIAL,SUBURBAN,56.49,35.69,50.89,48.35,42.8945,-85.852699,297.261993,512.260009
606,RESIDENTIAL,SUBURBAN,52.38,31.77,45.87,43.53,42.9533,-82.456199,323.532989,682.020996
607,FOREST,RURAL,48.65,35.19,44.27,40.38,46.288898,-85.950202,529.677001,481.584991
608,COMMERCIAL,URBAN,52.99,32.5,47.55,45.17,42.2406,-83.599601,266.596984,631.484008
609,COMMERCIAL,SUBURBAN,50.68,28.98,44.22,41.71,42.228599,-83.208198,268.532989,651.403015
610,RESIDENTIAL,SUBURBAN,56.92,33.58,50.29,47.78,42.430801,-83.000099,283.846984,659.943969
611,UNKNOWN,UNKNOWN,41.46,26.3,37.28,35.76,45.4038,-93.203102,444.07901,136.151
612,COMMERCIAL,SUBURBAN,39.52,25.52,35.09,33.11,45.139801,-93.207603,425.846008,136.490005
613,FOREST,RURAL,45.69,32.69,41.95,39.98,46.851799,-95.846298,542.007995,7.315879
614,FOREST,RURAL,42.25,27.19,38.2,37.11,46.7052,-92.523597,535.036987,165.789993
615,AGRICULTURAL,RURAL,46.45,32.47,42.36,40.33,46.394199,-94.144401,511.295013,88.946403
616,AGRICULTURAL,RURAL,49.45,33.62,45.6,44.32,44.4738,-93.012603,380.184997,147.524993
